Retention,MaxLevelPassed,User_id,AB_Cohort,SumRevenue,CountBuy,CountAllStart,CountAllFinish,CountCleanStart,CountCleanFinish,Get_Ads,Get_Chapter,Get_Buy,Get_Faceb,Get_TeamL,Get_TeamT,Spend_BonLives,Spend_Bonus,Spend_Boost,Spend_Lives,Spend_Moves,Spend_TeamC
0,46,1,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,2,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,3,A,0,0,18,15,14,11,0,0,0,0,0,0,0,0,0,0,0,0
0,3,4,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,5,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,6,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,8,A,0,0,48,26,41,22,0,0,0,0,0,0,0,0,0,0,2970,0
0,0,9,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,9,A,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2,21,9,A,0,0,4,2,4,2,0,0,0,0,0,100,0,0,0,0,0,0
6,21,9,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,10,A,0,0,15,13,11,10,0,0,0,0,0,0,0,0,0,0,2970,0
0,15,11,A,0,0,16,15,13,12,0,0,0,0,0,0,0,0,0,0,0,0
1,22,11,A,0,0,18,7,14,5,0,0,0,0,0,100,0,0,0,0,2970,0
2,22,11,A,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22,11,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,12,A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,13,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,14,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,15,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,16,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,17,A,0,0,27,18,20,13,0,0,0,0,0,0,0,0,0,0,1980,0
0,14,18,A,0,0,45,14,41,13,0,0,0,0,0,0,0,0,0,0,2590,0
1,18,18,A,0,0,47,4,47,4,0,0,0,0,0,0,0,0,0,0,0,0
2,20,18,A,0,0,22,2,22,2,0,0,0,0,0,100,0,0,0,0,0,0
3,22,18,A,0,0,23,2,23,2,100,0,0,0,0,0,0,0,0,0,0,0
4,22,18,A,0,0,20,0,20,0,100,0,0,0,0,0,0,0,0,0,0,0
5,25,18,A,0,0,26,1,26,1,100,0,0,0,0,0,0,0,0,0,0,0
6,27,18,A,0,0,46,2,46,2,100,0,0,0,0,0,0,0,0,0,0,0
7,27,18,A,0,0,21,0,20,0,100,0,0,0,0,0,0,0,0,0,990,0
0,44,19,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,20,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,21,A,0,0,18,17,14,14,0,0,0,0,0,0,0,0,0,0,990,0
1,25,21,A,0,0,15,8,14,8,100,0,0,0,0,100,0,0,0,0,0,0
2,27,21,A,0,0,6,2,2,0,100,0,0,0,0,0,0,0,0,0,1980,0
4,31,21,A,0,0,8,4,8,4,100,0,0,0,0,0,0,0,0,0,0,0
0,14,22,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,23,A,0,0,31,20,27,17,0,0,0,0,0,100,0,0,0,0,2590,0
1,22,23,A,0,0,12,2,12,2,100,0,0,0,0,0,0,0,0,0,0,0
2,22,23,A,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,24,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,25,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,11,26,A,0,0,16,11,13,9,0,0,0,0,0,0,0,0,0,0,0,0
1,11,26,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,26,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,27,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,28,A,0,0,2,2,2,2,0,0,0,2000,0,0,0,0,0,0,0,0
1,3,28,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,38,29,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,30,A,0,0,10,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0
0,18,31,A,0,0,25,18,20,13,0,0,0,0,0,0,0,0,0,0,2970,0
0,35,32,A,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,33,A,0,0,94,43,89,38,0,220,0,0,0,100,0,0,0,0,1980,0
1,43,33,A,0,0,5,1,5,1,100,0,0,0,0,0,0,0,0,0,0,0
0,34,34,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,35,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,36,A,0,0,15,11,11,8,0,0,0,0,0,0,0,0,0,0,2590,0
4,14,36,A,0,0,8,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
6,14,36,A,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55,37,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,38,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9,39,A,0,0,11,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0
0,22,40,A,0,0,83,22,77,17,0,0,0,0,0,100,0,0,0,0,2590,0
0,13,41,A,0,0,13,13,11,11,0,0,0,2000,0,0,0,0,0,0,0,0
0,46,42,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,43,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,44,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,45,A,0,0,58,34,40,23,100,0,0,2000,0,100,0,0,0,0,4950,0
2,37,45,A,0,0,6,3,5,2,100,170,0,0,0,0,0,0,0,0,0,0
3,37,45,A,0,0,7,0,4,0,0,0,0,0,30,0,0,0,0,0,0,0
5,37,45,A,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,46,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,40,47,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,48,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,49,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,50,A,0,0,10,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1,25,50,A,0,0,20,15,15,10,100,0,0,0,0,100,0,0,0,0,2970,0
0,41,51,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,52,A,0,0,24,20,21,18,0,0,0,0,0,0,0,0,0,0,0,0
0,33,53,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,54,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,55,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,56,A,0,0,16,15,9,9,0,0,0,0,0,0,0,0,0,0,2970,0
0,8,57,A,0,0,8,8,6,6,0,0,0,0,0,0,0,0,0,0,1980,0
1,11,57,A,0,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,990,0
2,25,57,A,0,0,48,14,42,11,0,0,0,0,0,100,0,0,0,0,0,0
3,39,57,A,0,0,86,14,81,12,0,280,0,0,0,0,0,0,0,0,0,0
4,39,57,A,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,39,57,A,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,44,57,A,0,0,61,5,59,5,0,0,0,0,0,0,0,0,0,0,0,0
7,44,57,A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,58,A,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1,9,58,A,0,0,7,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2,18,58,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,58,A,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18,58,A,0,0,12,0,11,0,0,0,0,2000,0,0,0,0,0,1000,0,0
0,45,59,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,61,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,62,A,0,0,30,18,25,14,0,0,0,0,0,0,0,0,0,0,2590,0
1,18,62,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,62,A,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20,62,A,0,0,7,2,5,2,0,0,0,0,0,100,0,0,0,0,0,0
5,29,62,A,0,0,37,9,32,8,0,0,0,0,0,0,0,0,0,0,0,0
6,32,62,A,0,0,6,3,5,3,100,0,0,0,0,0,0,0,0,0,0,0
7,39,62,A,0,0,19,7,12,4,100,100,0,0,0,0,0,0,0,0,0,0
0,41,63,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,64,A,0,0,4,4,3,3,0,0,0,2000,0,0,0,0,0,0,0,0
0,46,65,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,66,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,14,67,A,0,0,18,14,10,8,0,0,0,0,0,0,0,0,0,0,2970,0
1,14,67,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,68,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,69,A,0,0,51,23,40,16,100,0,0,0,0,100,0,0,0,1000,1980,0
1,25,69,A,0,0,12,3,10,1,100,0,0,0,0,0,0,0,0,0,0,0
2,25,69,A,0,0,10,0,9,0,100,0,0,0,0,0,0,0,0,0,0,0
3,25,69,A,0,0,9,0,9,0,100,0,0,0,0,0,0,0,0,0,0,0
4,26,69,A,0,0,6,1,4,0,100,0,0,0,0,0,0,0,0,0,0,0
0,12,70,A,0,0,14,12,12,10,0,0,0,2000,0,0,0,0,0,0,990,0
1,16,70,A,0,0,8,4,4,1,0,0,0,0,0,0,0,0,0,0,3960,0
0,36,71,A,0,0,121,36,114,32,0,100,0,0,0,100,0,0,0,0,2970,0
1,56,71,A,0,0,135,35,134,34,100,0,0,0,0,0,0,0,0,0,0,0
2,61,71,A,0,0,79,11,76,9,100,480,0,0,0,0,0,0,0,0,0,0
3,75,71,A,0,0,79,14,78,13,100,0,0,0,0,0,0,0,0,0,0,0
4,84,71,A,0,0,54,9,53,8,100,0,0,0,0,0,0,0,0,0,990,0
5,86,71,A,0,0,43,5,41,5,100,0,0,0,0,0,0,0,0,0,0,0
6,86,71,A,0,0,31,6,31,6,0,0,0,0,0,0,0,0,0,0,0,0
7,86,71,A,0,0,23,0,21,0,100,0,0,0,0,0,0,0,0,0,0,0
0,3,72,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8,73,A,0,0,9,8,8,7,0,0,0,2000,0,0,0,0,0,0,0,0
1,8,73,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,73,A,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
6,10,73,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,73,A,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,36,74,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,75,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,76,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,77,A,0,0,41,25,35,22,0,0,0,0,0,100,0,0,0,0,2590,0
1,27,77,A,0,0,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2,27,77,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,31,77,A,0,0,7,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0
5,34,77,A,0,0,15,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0
0,39,78,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,79,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,18,80,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,81,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,82,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,83,A,0,0,71,25,67,23,0,0,0,0,0,100,0,0,0,2000,990,0
1,27,83,A,0,0,20,2,20,2,100,0,0,0,0,0,0,0,0,0,0,0
2,34,83,A,0,0,51,7,51,7,0,0,0,0,0,0,0,0,0,0,0,0
3,42,83,A,0,0,57,8,57,8,100,410,0,0,0,0,0,0,0,0,0,0
4,46,83,A,0,0,46,4,46,4,0,0,0,0,0,0,0,0,0,0,0,0
5,51,83,A,0,0,51,5,51,5,0,0,0,0,30,0,0,0,0,0,0,0
6,52,83,A,0,0,18,1,18,1,0,0,0,0,30,0,0,0,0,0,0,0
7,52,83,A,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,84,A,0,0,16,13,10,8,0,0,0,2000,0,0,0,1900,0,0,0,0
1,12,84,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,85,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,86,A,0,0,22,13,19,11,0,0,0,0,0,0,0,0,0,0,990,0
1,17,86,A,0,0,17,4,16,3,0,0,0,0,0,0,0,0,0,0,0,0
0,50,87,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,88,A,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0,42,89,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,51,90,A,0,0,131,84,124,77,100,200,0,0,140,100,0,0,0,0,990,0
1,56,90,A,0,0,24,11,23,10,100,0,0,0,0,0,0,0,0,0,0,0
0,46,91,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,92,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,93,A,0,0,16,16,11,11,0,0,0,0,0,0,0,0,0,0,2590,0
1,21,93,A,0,0,9,5,7,4,0,0,0,0,0,100,0,0,0,0,0,0
2,25,93,A,0,0,9,4,9,4,100,0,0,0,100,0,0,0,0,0,0,0
3,28,93,A,0,0,6,3,5,2,100,0,0,0,40,0,0,0,0,0,0,0
0,14,94,A,0,0,17,16,15,14,0,0,0,0,0,0,0,0,0,0,0,0
0,1,95,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,96,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,97,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,20,98,A,0,0,26,18,23,16,0,0,0,0,0,100,0,0,0,0,0,0
0,34,99,A,0,0,47,34,43,30,100,0,0,2000,0,100,0,0,0,0,990,0
0,22,100,A,0,0,65,22,61,19,100,0,0,2000,0,100,0,0,0,0,4190,0
1,22,100,A,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,1000,0,0
2,22,100,A,0,0,5,0,5,0,100,0,0,0,10,0,0,0,0,0,0,0
4,24,100,A,0,0,11,2,11,2,100,0,0,0,10,0,0,0,0,0,0,0
5,24,100,A,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,100,A,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,101,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,16,102,A,0,0,18,16,14,12,0,0,0,0,0,0,0,0,0,0,0,0
1,23,102,A,0,0,10,7,7,5,0,0,0,0,0,100,0,0,0,0,990,0
3,25,102,A,0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,990,0
4,25,102,A,0,0,1,0,1,0,100,0,0,0,0,0,0,0,0,0,990,0
5,26,102,A,0,0,2,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0
6,26,102,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,27,102,A,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,103,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,104,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,105,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,106,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,107,A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,108,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,109,A,0,0,24,18,18,14,0,0,0,0,0,0,0,0,0,0,2970,0
1,20,109,A,0,0,12,2,12,2,0,0,0,0,0,100,0,0,0,0,0,0
3,21,109,A,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
4,22,109,A,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
5,25,109,A,0,0,8,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0
7,31,109,A,0,0,14,6,14,6,0,0,0,0,0,0,0,0,0,0,0,0
0,35,110,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,111,A,0,0,8,8,7,7,0,0,0,2000,0,0,0,0,0,0,0,0
2,34,111,A,0,0,61,26,59,24,100,0,0,0,0,100,0,0,0,0,0,0
3,39,111,A,0,0,27,5,26,4,100,150,0,0,0,0,0,0,0,2000,0,0
4,41,111,A,0,0,9,2,8,1,100,0,0,0,0,0,0,0,0,0,0,0
7,43,111,A,0,0,13,2,13,2,100,0,0,0,0,0,0,0,0,0,0,0
0,9,112,A,0,0,20,9,18,8,0,0,0,0,0,0,0,0,0,0,2590,0
0,15,113,A,0,0,15,15,12,12,0,0,0,2000,0,0,0,0,0,0,0,0
1,18,113,A,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0
4,21,113,A,0,0,4,3,4,3,0,0,0,0,0,100,0,0,0,0,0,0
5,23,113,A,0,0,3,2,2,1,100,0,0,0,0,0,0,0,0,0,990,0
6,26,113,A,0,0,4,3,2,1,100,0,0,0,0,0,0,0,0,0,3580,0
7,27,113,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,34,114,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,115,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,116,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,117,A,0,0,85,39,71,29,100,330,0,0,50,100,0,0,0,0,2970,0
1,57,117,A,0,0,83,22,76,19,0,0,0,2000,70,0,0,0,0,0,1980,0
2,63,117,A,0,0,35,6,32,5,0,170,0,0,40,0,0,0,0,0,0,0
3,63,117,A,0,0,2,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0
4,64,117,A,0,0,17,1,15,1,0,0,0,0,20,0,0,0,0,0,0,0
5,64,117,A,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0
0,0,118,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,119,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,120,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,40,121,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,122,A,0,0,24,18,20,15,0,0,0,0,0,0,0,0,0,0,2590,0
2,18,122,A,0,0,11,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0
0,32,123,A,0,0,98,32,87,27,100,0,0,0,130,100,0,0,0,2000,990,0
1,34,123,A,0,0,43,2,38,1,100,0,0,0,80,0,0,0,0,0,0,0
2,37,123,A,0,0,27,3,24,3,100,270,0,0,30,0,0,0,0,0,0,0
3,43,123,A,0,0,39,6,28,4,100,0,0,2000,0,0,0,0,0,0,2590,0
4,45,123,A,0,0,27,2,25,2,100,0,0,0,40,0,0,0,0,0,0,0
5,45,123,A,0,0,14,0,13,0,100,0,0,0,30,0,0,0,0,0,0,0
6,50,123,A,0,0,43,5,42,5,0,0,0,0,40,0,0,0,0,0,0,0
7,54,123,A,0,0,51,4,46,4,100,0,0,0,0,0,0,0,0,0,0,0
0,39,124,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,125,A,0,0,20,19,12,11,0,0,0,2000,0,0,0,0,0,0,4570,0
1,37,125,A,0,0,57,18,48,12,100,240,0,0,0,100,0,0,0,0,0,100
2,39,125,A,0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
3,39,125,A,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,43,125,A,0,0,13,4,9,3,0,0,0,0,20,0,0,0,0,0,0,0
5,45,125,A,0,0,10,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0
6,46,125,A,0,0,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
7,47,125,A,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,34,126,A,0,0,63,46,53,37,0,0,0,0,150,100,0,0,0,0,2970,0
2,47,126,A,0,0,37,17,27,13,100,440,0,2000,60,0,0,0,0,0,990,0
3,55,126,A,0,0,26,8,20,7,100,0,0,0,40,0,0,0,0,0,1980,0
0,21,127,A,0,0,39,21,36,19,0,0,0,0,0,100,0,0,0,0,0,0
1,25,127,A,0,0,13,4,13,4,100,0,0,0,0,0,0,0,0,0,0,0
2,27,127,A,0,0,9,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0
3,32,127,A,0,0,16,5,16,5,0,0,0,0,0,0,0,0,0,0,0,0
4,32,127,A,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32,127,A,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
6,35,127,A,0,0,17,3,17,3,0,360,0,0,0,0,0,0,0,0,0,0
0,3,128,A,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0,59,129,A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,130,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,26,131,A,0,0,31,26,22,18,100,0,0,0,0,100,0,0,0,0,2970,0
2,33,131,A,0,0,22,7,17,5,100,0,0,0,0,0,0,0,0,0,0,0
0,56,132,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,133,A,0,0,13,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0
0,41,134,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,135,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,136,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,136,A,0,0,17,16,11,11,0,0,0,0,0,0,0,0,0,0,4570,0
5,28,136,A,0,0,20,11,19,10,100,0,0,0,0,100,0,0,0,0,0,0
6,28,136,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,137,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,138,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,139,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,140,A,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1,3,140,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,140,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,141,A,0,0,8,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0
0,29,142,A,0,0,55,29,50,25,100,0,0,0,0,100,0,0,0,0,990,0
1,41,142,A,0,0,22,12,22,12,100,480,0,0,0,0,0,0,0,0,0,0
2,50,142,A,0,0,37,9,33,7,100,0,0,0,0,0,0,0,0,1000,990,0
3,55,142,A,0,0,37,5,35,4,0,0,0,0,0,0,0,0,0,0,0,0
4,59,142,A,0,0,17,4,17,4,100,0,0,0,0,0,0,0,0,0,0,0
5,59,142,A,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,70,142,A,0,0,46,11,42,10,0,180,0,0,0,0,0,0,0,1000,0,0
7,70,142,A,0,0,5,0,5,0,100,0,0,0,0,0,0,0,0,0,0,0
0,46,143,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,144,A,0,0,27,18,21,14,0,0,0,0,0,0,0,0,0,0,990,0
1,34,144,A,0,0,59,16,50,14,100,0,0,0,0,100,0,0,0,0,1980,0
0,35,145,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,146,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,147,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,148,A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,52,149,A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,150,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,151,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,152,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,153,A,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1,10,153,A,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0,52,154,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,155,A,0,0,19,16,14,11,0,0,0,0,0,0,0,0,0,0,1980,0
0,16,156,A,0,0,24,16,21,14,0,0,0,0,0,0,0,0,0,0,0,0
0,32,157,A,0,0,116,32,108,28,100,0,0,0,0,100,0,0,0,0,2970,0
1,33,157,A,0,0,21,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2,39,157,A,0,0,47,6,47,6,0,460,0,0,0,0,0,0,0,0,0,0
3,42,157,A,0,0,17,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0
4,45,157,A,0,0,25,3,18,2,0,0,0,2000,0,0,0,0,0,0,2590,0
5,45,157,A,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
6,51,157,A,0,0,30,6,23,4,0,0,0,0,0,0,0,0,0,0,0,0
7,51,157,A,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,158,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
